,Ulasan,Label,clean_teks
1273,"Barang cepat sampai, pesan sabtu, minggu sampai, sesuai harapan, tks.",1,barang cepat pesan sabtu minggu sesuai harap tks
1274,👍 barang berkualitas,1,barang kualitas
1275,barang baguuuus &amp; pengiriman cepat,1,barang baguuuus amp kirim cepat
1276,Terimakasih.........................,1,terimakasih
1277,"Lumayan untuk harga segitu,,, bagus juga dan bekerja dengan baik",1,lumayan harga segitu bagus
1278,"Pengiriman Cepat, dan barang sesuai pesanan",1,kirim cepat barang sesuai pesan
1279,Good stuff .. Recommended !,1,bagus stuff rekomen
1280,Barang lom dicoba.. pasti bagus mantap dah..,1,barang lom coba bagus mantap dah
1281,"Barang dtg cepat,  berkualiras,  dan penjual respon. Ok trims..!",1,barang dtg cepat berkualiras jual respon ok terima kasih
1282,"Barang sudah diterima dgn baik, SGB lah, fungsi jg ok.",1,barang terima sgb fungsi jg ok
1283,Barang bagus sangat kokoh,1,barang bagus kokoh
1284,"bagus gan, barang nya kokoh",1,bagus gan barang nya kokoh
1285,Barang sesuai dengan pesanan...mantab gan👍🏻,1,barang sesuai pesananmantab gan
1286,Brh sdh sampe. .trims gan..,1,brh sampe terima kasih gan
1287,Pengiriman sangat cepat dan kenasan baik,1,kirim cepat kenas
1288,barang sesuai pesanan dan berfungsing dengan baik... thanks ya...,1,barang sesuai pesan berfungsing terima kasih ya
1289,"Orang counter, tukang jok, kuli bangunan, tukang cilok, tukang sate, driver grab, supir go car dll wajib beli ini.. pekerjaan jd mudah",1,orang counter tukang jok kuli bangun tukang cilok tukang sate driver grab supir go car dll wajib beli kerja jd mudah
1290,Barangnya Memuaskan gan..,1,barang muas gan
1291,"barang sudah diterima dengan baik,pengiriman sesuai jadwal .. mantap 10 jempoool dah",1,barang terima baikpengiriman sesuai jadwal mantap jempoool dah
1292,Goood...................,1,goood
1293,"Trimakasih, gan barang dah sampai.. Top.",1,trimakasih gan barang dah top
1294,"Staples nya sdh sampai, tks",1,staples nya tks
1295,"produk sesuai dengan foto
terima kasih gan",1,produk sesuai foto terima kasih gan
1296,"Good, proses cepat..........",1,bagus proses cepat
1297,Respon cepat pengiriman super cepat barang sesuai mantap,1,respon cepat kirim super cepat barang sesuai mantap
1298,"barang bagus,respon cepat.tx.",1,barang bagusrespon cepattx
1299,"Sudah dicoba, kualitas oke
Sesuai deskripsi, terima kasih",1,coba kualitas oke sesuai deskripsi terima kasih
1300,baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen,1,baguuuuuuuuuuussssssssssssssss kreeeeeeeeeeen
1301,"Responnya cepet, barang sudah sampai, dicoba juga berfungsi baik,",1,responnya cepet barang coba fungsi
1302,cepat sampai mantab makasih,1,cepat mantab makasih
1303,Cepat pengirimannya ea,1,cepat kirim ea
1304,"mantep,  barang bagus..  thanks ya..",1,mantep barang bagus terima kasih ya
1305,"Seller oke, packing oke, barang fungsi dg baik. JNE nya yg busuk. Masa dari kardus luar smp isi dalamnya basah semua kena hujan. Kurir kamprett",1,seller oke packing oke barang fungsi dg jne nya busuk kardus smp isi dalam basah kena hujan kurir kamprett
1306,"respon cepat,barang sesuai poto,dan berfungsi normal..",1,respon cepatbarang sesuai potodan fungsi normal
1307,barang bagus terima kasih,1,barang bagus terima kasih
1308,sangat cepat dan barang persis contoh,1,cepat barang persis contoh
1309,barang oke sip recommended seller,1,barang oke sip rekomen seller
1310,Barang sesuai pesanan,1,barang sesuai pesan
1311,thanks... recomended.........,1,thanks rekomen ed
1312,"Thanks gan .. barang sdh sampe, "" isi straplesnya udh patah2 rejectn sprtinya"" .. semoga bermanfaat .. semoga mkin laris lapaknya.. makasih",1,thanks gan barang sampe isi straplesnya udh patah rejectn sprtinya moga manfaat moga mkin laris lapak makasih
1313,"barang bagus sesuai gambar, &amp; sesuai harga, trims y",1,barang bagus sesuai gambar amp sesuai harga terima kasih y
1314,"Okey gan ,, makasih barang sudah mendarat",1,okey gan makasih barang darat
1315,bagussssss.............................,1,bagussssss
1316,barangx sdh sampai..packing dan barangx bgs bngt..mksh gan...,1,baran sampaipacking baran bgs bngtmksh gan
1317,Staples sdh dicoba & berfungsi baik. Terima kasih seller.,1,staples coba fungsi terima kasih seller
1318,Barang sudah sampai dan berfungsi dengan baik,1,barang fungsi
1319,"Respon seller dan pengiriman cepet banget, packing aman dan rapi, kualitas barangnya gak murahan dan berfungsi dengan baik. Recommended terima kasih!",1,respon seller kirim cepet banget packing aman rapi kualitas barang gak murah fungsi rekomen terima kasih
1320,"Paket sesuai pesanan,  gosend lagi bagus cepat terima kasih",1,paket sesuai pesan gosend bagus cepat terima kasih
1321,terimakasih barang sudah sampe....pengirimannya cepat kemasan rapih....tks,1,terimakasih barang sampepengirimannya cepat kemas rapihtks
1322,"oke top markotop, proses cepat, malam bayar, siang sampai",1,oke top markotop proses cepat malam bayar siang
1323,"terima kasih buat segala pelayanannya, barangnya bagus, mau saya gunakan pasang klem kabel biar lebih cepat. ternyata brad nail f15 juga bisa masuk. salam sukses gan.",1,terima kasih layan barang bagus pasang klem kabel biar cepat brad nail f masuk salam sukses gan
1324,udah samapi...makasih banyak Juragan...,1,udah samapimakasih juragan
1325,"sesuai, bagus, terima kasih...sukses terus",1,sesuai bagus terima kasihsukses
1326,"barang sesuai, pengiriman ckp cepat.. mksh",1,barang sesuai kirim ckp cepat mksh
1327,"Barang sesuai deskripsi, penjual responsif, pengiriman cepat dan akurat. Terima kasih",1,barang sesuai deskripsi jual responsif kirim cepat akurat terima kasih
1328,"sesuai deskripsi....
Terima kasih",1,sesuai deskripsi terima kasih
1329,"Respon dan Proses Order cepat, barang Sesuai gambar dan pengunaan berfungsi baik",1,respon proses order cepat barang sesuai gambar pengunaan fungsi
1330,trims.....................................,1,terima kasih
1331,"barang oke, sesuai berfungsi dgn bagus, semoga awet...
thx gan",1,barang oke sesuai fungsi bagus moga awet thx gan
1332,lumayannnnnnnnnnnnnnnnnnnnnnnnnn,1,lumayannnnnnnnnnnnnnnnnnnnnnnnnn
1333,sesuai pesanan.  mantappppppppppppplllllllpppp,1,sesuai pesan mantappppppppppppplllllllpppp
1334,terimakasih paketnya sudah sampai... good saller recoment...,1,terimakasih paket bagus saller recoment
1335,"Bagus barangnya, sesuai dengan deskripsi. Seller top. Thank you",1,bagus barang sesuai deskripsi seller top thank you
1336,paket sudah saya terima... terima kasih,1,paket terima terima kasih
1337,thaks...............................................,1,thaks
1338,"Barang sudah diterima, respon penjual cepat, pengiriman juga cepat. barang bagus,,,",1,barang terima respon jual cepat kirim cepat barang bagus
1339,barang dah sampe cuma blum di buka. mudah2an bagus..,1,barang dah sampe buka mudah bagus
1340,Cepet bgt proses pngirimannya..,1,cepet bgt proses pngirimannya
1341,barangnya sudah sampai gan trims,1,barang gan terima kasih
1342,Brg bagus.. Pertama agan na krm barang na gk dpt isi staples na gr2 kesalahan pabrik yg mn msh segel tp isi staples na gk ad.. Lngsng komplain lwt tokopedia..  agan na lngsng mnt krm balik n brg d krm yg sesuai.. Ongkir bulak balik d tanggung ama agan na.. Thx bgtt gan.. Bnr2 recomended seller..,1,barang bagus agan na krm barang na gk dpt isi staples na gr salah pabrik mn msh segel tp isi staples na gk ad lngsng komplain lwt tokopedia agan na lngsng mnt krm n barang d krm sesuai ongkir bulak d tanggung ama agan na thx bgtt gan bnr rekomen ed seller
1343,"paket sudah sampai dengan selamat.
Barang bagus. dapet isinya 3 macam pula. tq",1,paket selamat barang bagus dapet isi tq
1344,sudah sampai dengan selamat... fast response... thks...,1,selamat cepat response thks
1345,Thank you. Proses pengiriman cepat.,1,thank you proses kirim cepat
1346,makasih..responnya cepat sekali..kemarin sore pesan..tadi siang barang sampai..tks,1,makasihresponnya cepat sekalikemarin sore pesantadi siang barang sampaitks
1347,"Produknya bagus bosque...........,...........,.............,.",1,produk bagus bosque
1348,kirim nya cepat... produk lumayan...,1,kirim nya cepat produk lumayan
1349,mantap..........................,1,mantap
1350,"Alus uyy geus nepi deui, nuhun... Mudah2an awet",1,alus uyy geus nepi deui nuhun mudah awet
1351,"Sipppppp
Thank&#39;s",1,sipppppp thanks
1352,Pengiriman tepat waktu terima kasih tambah sukses,1,kirim terima kasih sukses
1353,Respon cepat...barang sesuai di gambar..4 jam udah sampe....makasih gan...,1,respon cepatbarang sesuai gambar jam udah sampemakasih gan
1354,Barang bagis sesuai diskripsi,1,barang bagis sesuai skripsi
1355,"Mantap, sesuai yg di iklankan",1,mantap sesuai iklan
1356,Ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,1,ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip
1357,mantap... fast respon... harga bersahabat.........,1,mantap cepat respon harga sahabat
1358,"terimakasih..
barang sudah sampai..",1,terimakasih barang
1359,mantap ... sesuai pesanan dan semoga awet,1,mantap sesuai pesan moga awet
1360,Staples nya o. K gan,1,staples nya o k gan
1361,"Fast respon... material bagus, smoga awet... Tq Gan.",1,cepat respon material bagus smoga awet tq gan
1362,terimakasih barang sudah sampai sesuai dengan pesanan dengan layanan dan respon yang cepat....,1,terimakasih barang sesuai pesan layan respon cepat
1363,Barangbsudah sampai yujuan cepat parking bagus,1,barangbsudah yujuan cepat parking bagus
1364,ooooooooooooooookkkkkkkk............,1,ooooooooooooooookkkkkkkk
1365,"bagus, sesuai dengan pesanan dan berfungsi dengan baik.",1,bagus sesuai pesan fungsi
1366,Tooooooooooooooooooop bgt,1,tooooooooooooooooooop bgt
1367,Terimakasih barang sdh sy terima sesuai pesanan..,1,terimakasih barang sy terima sesuai pesan
1368,"Packing ok, respon cepat and barang sesuai deskripsi. Recsel..",1,packing ok respon cepat and barang sesuai deskripsi recsel
1369,"hari ini sy ke ltc Lindeteves, memang lbh baik online,dpt bebasongkir, sangat efisien belanja.
recommended seller",1,sy ltc lindeteves lbh onlinedpt bebasongkir efisien belanja recommended seller
1370,"Sudah diterima sesuai deskripsi, barang bagus",1,terima sesuai deskripsi barang bagus
1371,Udh 3 x lbh beli disini.Ga pernah kecewa bli disini..fast respon..pengiriman sangat cepet dan rapi..lanjutkan..recomended bgt,1,udh x lbh beli disiniga kecewa bli cepat responpengiriman cepet rapilanjutkan rekomen ed bgt
1372,"Terima kasih, barang sudah sampai gannn",1,terima kasih barang gannn
1373,"Barang bagus, cepat sampai, recommended!",1,barang bagus cepat rekomen
1374,Sangat puas Belanja di toko ini,1,puas belanja toko
1375,Barang sampai dengan selamat.,1,barang selamat
1376,"barang sesuai, respon cepat... jempol dehhh...",1,barang sesuai respon cepat jempol dehhh
1377,Selalu puas dengan pelayanan toko ini dan tokopedia. Top seller,1,puas layan toko tokopedia top seller
1378,"Respon cepat,paket cepat sampai",1,respon cepatpaket cepat
1379,Barang sdh sampai...fast respons 👍🏻,1,barang cepat respons
1380,Recomended seller...bossss,1,rekomen ed sellerbossss
1381,Barang nya okey.... pengiriman juga cepat....mantapppp....makasih yah...,1,barang nya okey kirim cepatmantappppmakasih yah
1382,"barang sudah sampai, terima kasih",1,barang terima kasih
1383,Pas... cocok... sesuai dengan gambar dan deskripsi,1,pas cocok sesuai gambar deskripsi
1384,Barang sesuai pesanan.mksh,1,barang sesuai pesananmksh
1385,Belanja kedua kalinya. Selalu memuaskan. Respon cepat. Recommended seller 👍,1,belanja kali muas respon cepat rekomen seller
1386,Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,1,stlh trf lsg kirim wahana pake wahana serang hari rekomen
1387,Packing rapi sellernya juga  ramah produk juga bagus👍👍👍makasih gan,1,packing rapi sellernya ramah produk bagus makasih gan
1388,Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,1,cpt bgt pake wahana sampe dr jam serang bagus d
1389,"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu dan tingkatkan terus pelayanan",1,produk sesuai etalase gambar kirim cepat respon pokok nya ok sukses tingkat layan
1390,"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",1,nyoba merek bagus sukses jual
1391,Tiba lebih cepat ........,1,cepat
1392,Mantap gan.. sesuai pesanan dan perkiraan... Mantap tap dah.. thanks gan,1,mantap gan sesuai pesan kira mantap tap dah terima kasih gan
1393,Sesuai pesanan.............,1,sesuai pesan
1394,"Thxs gan, barangnya sdh sampai dgn baik.",1,thxs gan barang
1395,OK PAS MANTAP.........,1,ok pas mantap
1396,thanks ya boss semoga bermanfaat,1,thanks ya boss moga manfaat
1397,joooooooooooooooooooooooosss,1,joooooooooooooooooooooooosss
1398,barang sudah sampai... thanks for seller,1,barang terima kasih for seller
1399,"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",1,barang udah nyampk sore konfirmasi pulang kerja
1400,"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",1,oke uda terimah barang bagus mantaaap
1401,Good quality ... suwun y sukses slalu,1,bagus quality suwun y sukses slalu
1402,"Respon tercepat dari semua toko yg pernah saya order, mantap",1,respon cepat toko order mantap
1403,"Barang sesuai deskrepsi, bagus",1,barang sesuai deskrepsi bagus
1404,"Produk sesuai foto, uji coba hasil memuaskan",1,produk sesuai foto uji coba hasil muas
1405,Siiiiiiiiiippppppppppp,1,siiiiiiiiiippppppppppp
1406,Sudah diterima dan sesuai pesanan,1,terima sesuai pesan
1407,"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... 👍🏻👍🏻 *Semoga semakin sukses.",1,produk sesuai deskripsi respon cepat checkout langsung kirim rekomen ed seller moga sukses
1408,Barang dah sampai dengan selamat,1,barang dah selamat
1409,barang sudah sampai.....respon seller sangat responsif,1,barang sampairespon seller responsif
1410,"Ok, brg sdh sampai packing rapi.",1,ok barang packing rapi
1411,Bagus mantab....agak berat...,1,bagus mantabagak berat
1412,Terima kasih..............,1,terima kasih
1413,Barangnya mantap bro!!,1,barang mantap bro
1414,Respon super cepet. 3 jam 30 mnt barang sdh sampai.,1,respon super cepet jam mnt barang
1415,"Barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi....👌🏻",1,barang terima sesuai gambar cepat respon jual chat cepat balas packing rapi
1416,Barang sesuai deskripsi,1,barang sesuai deskripsi
1417,"Pengiriman lumayan cepat, tp kenapa waktu di pasang isi paku yg beli 8rb an itu kok keluarnya 2 - 2 ya... apa bisa di atur biar tipa jepret keluar Nya 1 paku sj?",1,kirim lumayan cepat tp pasang isi paku beli rb an keluar - ya atur biar tipa jepret nya paku sj
1418,"Barang udah mendarat, makasih",1,barang udah darat makasih
1419,Barang sesuai pesanan dan bagus,1,barang sesuai pesan bagus
1420,"Barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya..",1,barang telat terima coba moga bagus barang nya
1421,"packing tidak rapih, isi berantakan, semoga kualitasnya ok",1,packing rapih isi beranta moga kualitas ok
1422,Barang sesuai deskripsi,1,barang sesuai deskripsi
1423,"Barang sesuai, bagus dan murah, mantapp",1,barang sesuai bagus murah mantapp
1424,"Mantap.........,..,..........
.",1,mantap
1425,Ok. Susuai dengan pesansan,1,ok susuai pesansan
1426,Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,1,sesuai iklan produk kualitas paking aman kirim cepat
1427,"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",1,terima kasih barang sesuai pesan packing rapih
1428,Biar bintang yg berbicara,1,biar bintang bicara
1429,tanks bos barang dah sampai.... sesuai harapan.....,1,tanks bos barang dah sesuai harap
1430,sudah terima barang nya. tks~,1,terima barang nya tks
1431,trim gan barangnya sudah sampai,1,trim gan barang
1432,oke..................................,1,oke
1433,"barang ok, sesuai ekspektasi",1,barang ok sesuai ekspektasi
1434,barang sesuai pesanan. respon n layanan cepat,1,barang sesuai pesan respon n layan cepat
1435,topp ... pesanan sesuai,1,topp pesan sesuai
1436,Barang sdh sampai dengan baik,1,barang
1437,yoiyoiyoiyoiyoiyoiyoyiyoi,1,yoiyoiyoiyoiyoiyoiyoyiyoi
1438,"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",1,terima kasih barang sesuai pesan
1439,Bagusssss barangnyaaaaa rekomended reseller,1,bagusssss barangnyaaaaa rekomended reseller
1440,barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,1,barang sesuai deskripsi kondisi thank gan
1441,"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",1,terima kasih barang sesuai pesan packing rapih
1442,sip.......................................,1,sip
1443,t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,1,tqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
1444,"tqqqqqqq,stepless pas, utk merk krisbow,",1,tqqqqqqqstepless pas utk merk krisbow
1445,paket sudah diterima dengan baik. tks.,1,paket terima tks
1446,"ok gan, barang pesanan saya sudah sampai. trima kasi.",1,ok gan barang pesan trima kasi
1447,Makasih gan.......................,1,makasih gan
1448,"Thanx gan, barang sudah d terima",1,thanx gan barang d terima
1449,Bagus. Dikirim cepat. Terima kasih,1,bagus kirim cepat terima kasih
1450,Siiiiiiiiiiiiiiiippp laahh,1,siiiiiiiiiiiiiiiippp laahh
1451,Pengiriman cepat dan barang yang dikirm mantep,1,kirim cepat barang dikirm mantep
1452,Ssuiiiiippp....barang e josss,1,ssuiiiiipppbarang e josss
1453,barangxa oke gan paking juga rapih..,1,baran a oke gan paking rapih
1454,sesuai.. dengan harga...,1,sesuai harga
1455,"brg sudah saya terima, thanks.",1,barang terima thanks
1456,wokeeee.....pengiriman cepat...packing siip....gojek'e konco dewe mas bos....hehehehe,1,wokeeeepengiriman cepatpacking siipgojek e konco dewe mas boshehehehe
1457,Barang sdh sampai.. thx,1,barang thx
1458,"salah beli, untuk mollar jangan pakai yang ini :)",1,salah beli mollar pakai
1459,Bagus sesuai dgn deskripsi.,1,bagus sesuai deskripsi
1460,barang bagus sesuai deskripsi,1,barang bagus sesuai deskripsi
1461,Sesuai order semoga cocok dg  staplesnys,1,sesuai order moga cocok dg staplesnys
1462,Yerima kasih.............,1,yerima kasih
1463,barang nya berpungsi dengan baik mantap lah pokok nya,1,barang nya pungsi mantap pokok nya
1464,Barang dan isinya sesuai pesanan,1,barang isi sesuai pesan
1465,"Barang sesuai pesanan, dikirim dg cepat",1,barang sesuai pesan kirim dg cepat
1466,"Terimakasih pak..  Barang sudah sampe..  Barang nya sesuai. Keinginan... 
 Best Toko ini",1,terimakasih barang sampe barang nya sesuai best toko
1467,Biar bintang yg menilai,1,biar bintang nilai
1468,makasih makasih makasih makasih,1,makasih makasih makasih makasih
1469,Good..fast respon..thx gan..,1,bagus cepat responthx gan
1470,Terimakasiihh.. Belum di cobak....,1,terimakasiihh cobak
1471,......................,1,
1472,"Mantap, produk sesuai ekpektasi",1,mantap produk sesuai ekpektasi
1473,Mantaaaap. Fast dan berfungsi dengan baik. Sesuai etalase dan deskripsi. Sangat direkomendasikan utk pembeli. 👍👍👍,1,mantaaaap cepat fungsi sesuai etalase deskripsi rekomendasi utk beli
1474,Sip....................,1,sip
1475,Barang sesuai pesanan dan sampai dengan selamat,1,barang sesuai pesan selamat
1476,"Barang bagus,,,dah sampai dengan selamat,,maksh",1,barang bagusdah selamatmaksh
1477,"respon cepat, kirim cepat, barang sudah dicoba bagus...",1,respon cepat kirim cepat barang coba bagus
1478,barang sesuai pesanan. tp isi steples tdk semua yg dideskripsi bs masuk.,1,barang sesuai pesan tp isi steples deskripsi bs masuk
1479,"Sesuai dgn deskripsinya,bagus,cepat, dan packaging rapih👍",1,sesuai deskripsinyabaguscepat packaging rapih
1480,Barang bagus sesuai pesanan...,1,barang bagus sesuai pesan
1481,"Stapler tembak nya bagus, berfungsi dg baik
Harga mantabs
Semoga awet
Pengiriman cepat
Terima kasih",1,stapler tembak nya bagus fungsi dg harga mantabs moga awet kirim cepat terima kasih
1482,Barang bagus memuaskan...,1,barang bagus muas
1483,Barang sudah diterima dengan baik..,1,barang terima
1484,Barang oke pengiriman super cepat,1,barang oke kirim super cepat
1485,Mantul ..............................,1,mantul
1486,"Barang sdh diterima, packaging rapi dan berfungsi dgn baik. Thx",1,barang terima packaging rapi fungsi thx
1487,"barang bagus, hanya pengiriman telat",1,barang bagus kirim telat
1488,Terima kasih barang sudah mendarat,1,terima kasih barang darat
1489,"Barang sesuai pict, pesan pagi bsk udah sampai:)",1,barang sesuai pict pesan pagi bsk udah
1490,"Gooodddd dan berfungsi dengan baik,  tq",1,gooodddd fungsi tq
1491,Barang sesuai dgn pesanan,1,barang sesuai pesan
1492,Barang oke... Sesuai iklan dan orderan. Thx,1,barang oke sesuai iklan order thx
1493,"TOP, Recomended Seller",1,top rekomen ed seller
1494,Barang sdh sampai.. Okesiip,1,barang okesiip
1495,Barang dah sampai packing rapih terimakasih,1,barang dah packing rapih terimakasih
1496,respon cepat produk berkualitas recommended,1,respon cepat produk kualitas rekomen
1497,Mantap respon cepat..tks,1,mantap respon cepattks
1498,Sangat puas .. order lgsg di proses dan cepat pengirimannya,1,puas order lgsg proses cepat kirim
1499,"Sesuai gambar dan deskripsi, semoga tahan lama",1,sesuai gambar deskripsi moga tahan
1500,Barang sesuai ulasan...mantap,1,barang sesuai ulasanmantap
1501,Mantaaappp recomend banget,1,mantaaappp rekomen banget
1502,respon CPT pengiriman juga cepet,1,respon cpt kirim cepet
1503,"Super respon n pengiriman super cepat..... Belum coba, semoga produknya juga ok",1,super respon n kirim super cepat coba moga produk ok
1504,Mantapssss............,1,mantapssss
1505,"Mantap makasih gannn
.......",1,mantap makasih gannn
1506,respon mantap. barang bermanfaat.,1,respon mantap barang manfaat
1507,Mantab gan................,1,mantab gan
1508,Barangnya sudah sampai dan sesuai,1,barang sesuai
1509,Terbaiklaaaaaaaaaaaaaaah,1,terbaiklaaaaaaaaaaaaaaah
1510,"Terima kasih, barang sudah sampai dan berfungsi dengan baik",1,terima kasih barang fungsi
1511,"kiriman sudah sampai, makasih gan",1,kirim makasih gan
1512,"Sesuai gambar, terima kasih gan",1,sesuai gambar terima kasih gan
1513,"Pengiriman cepat, barang sesuai deskripsi. Thanks ya",1,kirim cepat barang sesuai deskripsi terima kasih ya
1514,Bagus .hentakan nya kenceng,1,bagus hentakan nya kenceng
1515,"Pengiriman cepat, pelayanan mantap, toko paling top",1,kirim cepat layan mantap toko top
1516,"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended 👍👍",1,barang qulitas bahan tebal cacat rekomen
1517,"Produk ok. Sd dicoba, berjalan baik. Semoga awet.",1,produk ok sd coba jalan moga awet
1518,Produk original berkualitas berfungsi baik,1,produk original kualitas fungsi
1519,Barang sesuai dengan spesifikasi. Thanks gan,1,barang sesuai spesifikasi terima kasih gan
1520,Barang datang sesuai pesanan,1,barang sesuai pesan
1521,Barang sesuai deskripsi.... pengiriman cepat...,1,barang sesuai deskripsi kirim cepat
1522,"Barang sesuai pesanan, tapi blm di coba, pengiriman cepat",1,barang sesuai pesan blm coba kirim cepat
1523,...................................sip,1,sip
1524,Mkasih........................,1,mkasih
1525,sesuai harapan............................ok bagus......................mantap cuy......,1,sesuai harapanok bagusmantap cuy
1526,Fast respond &amp; kualitas ok,1,cepat respond amp kualitas ok
1527,"Bagus, pelayanan cepat",1,bagus layan cepat
1528,Kwalitas baik...sdh di coba.dan mudah pemakainx..thanks..,1,kwalitas baiksudah cobadan mudah pemakainxthanks
1529,barang sudah di terima dengan cepat dan kondisi barang lengkap. thanks,1,barang terima cepat kondisi barang lengkap thanks
1530,"Thanks gan, good job
Next order lagi",1,thanks gan bagus job next order
1531,barangnya mantap. yang penting mureeee,1,barang mantap mureeee
1532,Bos klu beli isinya ready,1,bos klu beli isi ready
1533,Barang sampai dan tes ok,1,barang tes ok
1534,brg udah dateng. respon cepet. kemasan rapih.  tp belum dicoba. moga2 awet dah.,1,barang udah dateng respon cepet kemas rapih tp coba moga awet dah
1535,Barang pesanan telah sampai. Pengiriman cepat. Hanya saja blm diperiksa krn sedang diluar rumah.Terima kasih.,1,barang pesan kirim cepat blm periksa krn luar rumahterima kasih
1536,brng ny sesuai dg postingan n bagus...,1,brng ny sesuai dg postingan n bagus
1537,Sip barang sesuai dgn deskripsi,1,sip barang sesuai deskripsi
1538,Bagusss..............,1,bagusss
1539,Ty gan....respon cepat ...recomended seller...sukses gan.....,1,ty ganrespon cepat rekomen ed sellersukses gan
1540,Sudah diterimaaaaaaaaaaaaa,1,diterimaaaaaaaaaaaaa
1541,pking baik barang ok cuma agk lmbat pngirnnya...,1,pking barang ok agk lmbat pngirnnya
1542,Barang Oke...di tes nembaknya kencang....mantap laH,1,barang okedi tes nembaknya kencangmantap
1543,Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,1,pesan sgt cepat bom coba barang bagus kokoh harga murah
1544,"Barang sudah dicoba, hasilnya sangat bagus, semoga awet",1,barang coba hasil bagus moga awet
1545,Barangnya sesuai dengan pesanan,1,barang sesuai pesan
1546,"pengiriman cepat, packing rapi",1,kirim cepat packing rapi
1547,"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",1,barang sesuai deskripsi tes ok rekomen seller sukses ganmksh
1548,Barans sesuai pesanan,1,barans sesuai pesan
1549,"respon cepat, produk sesuai deskripsi dan packing rapi",1,respon cepat produk sesuai deskripsi packing rapi
1550,terimakasih pengiriman cepat....................dan barang sesuai,1,terimakasih kirim cepatdan barang sesuai
1551,biarkan bintang yang berbicara...,1,biar bintang bicara
1552,"Ok, mudah2an staples gun-nya bisa berfungsi maksimal. Trims",1,ok mudah staples gun fungsi maksimal terima kasih
1553,terimakasih barang sudah sampai,1,terimakasih barang
1554,Mantaapp.... GoodJobs......,1,mantaapp bagus jobs
1555,Staples tembak nya bisa berfungsi baik. Barusan saya gunakan untuk staples sofa saya dan bisa. Hasil nya bagus dan rapi. Thank you.,1,staples tembak nya fungsi barusan staples sofa hasil nya bagus rapi thank you
1556,Good product ..buy it pls,1,bagus product buy it pls
1557,"Barangnya sudah diterima dengan baik, penanganan proses pengirimannya cepat . . . kualitas barang Ok punya . . . murah . . .",1,barang terima tangan proses kirim cepat kualitas barang ok murah
1558,spek sesuwai dgn yg diiklankan.. respon cepat.. repeat order lancar teruss... mantab!!,1,spek sesuwai iklan respon cepat repeat order lancar teruss mantab
1559,barang bagus telah dicoba tp utk ekspedisi wahana kurang baek (lama)...ovel all goodjob,1,barang bagus coba tp utk ekspedisi wahana baek lamaovel all bagus job
1560,"Barang sesuai deskripsi dan gambar, smoga awet.",1,barang sesuai deskripsi gambar smoga awet
1561,barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,1,barang sampe fungsi telat aja sampe nya tks gan
1562,"Mantap, barang bagus sesuai harapan",1,mantap barang bagus sesuai harap
1563,bagus...goooooodddddddd....,1,bagusgoooooodddddddd
1564,"packing rapi, kuat, bagus..barang sesuai, dicoba hasil bagus...recomended sklii..top",1,packing rapi kuat bagusbarang sesuai coba hasil bagus rekomen ed skliitop
1565,Thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1566,barang sudah diterima sesuai pesanan,1,barang terima sesuai pesan
1567,Terima kasih telah mengirimkan barang dengan cepat dan kondisinya sangat bagus. bahkan dilengkapi pula dengan isinya. terima kasih banyak cahayabelawa,1,terima kasih kirim barang cepat kondisi bagus lengkap isi terima kasih cahayabelawa
